200
2
0.3051120200 -0.6800131259 1
-0.3389083773 -1.1748608788 1
-0.5334301479 0.4673529299 1
0.9856949389 0.0575283360 1
-0.0091826400 0.1887431601 1
0.1523509328 -0.3544781630 1
1.4224413658 -0.0912462265 1
1.9455591489 1.4585415468 1
0.9661776190 -1.6215182000 1
1.6612219462 -0.9042513319 1
-0.7375517859 0.2425181210 1
-0.8303392918 -0.4440324118 1
0.1986635816 0.2596740345 1
-0.4296541503 1.4708066572 1
-2.2692970066 -0.0023260470 1
-0.0518765634 -1.2228757868 1
0.5322048193 -0.4339111520 1
-1.9996709857 -0.8621003955 1
0.2596530506 0.8908859852 1
-1.3937262956 -0.6143851990 1
-0.7737862247 1.4677494954 1
-0.1358925949 2.4715151185 1
0.4230723714 -0.5880684728 1
0.1753465795 0.3643804743 1
-0.6708693157 -0.7562963754 1
-2.6938165252 1.6211310274 1
-0.2789548569 0.1254320782 1
-1.5274770056 1.8207078226 1
1.2891101653 1.0131878055 1
0.7725850776 -0.0932340146 1
-1.3190591316 -0.7659792375 1
1.4247461978 1.7291869701 1
-0.0914536524 0.3658568787 1
-0.4964448272 0.5892607798 1
-0.1825715926 2.0286687546 1
0.3032390651 -0.2694671212 1
-0.2423381680 1.0749845381 1
0.4889412371 -2.0245013028 1
-0.8191655866 0.2924992265 1
6.340379 6.848187 2
7.147055 5.362106 2
5.484335 6.621396 2
5.041933 10.162865 2
8.120927 9.045335 2
5.603692 8.026673 2
10.652717 9.336644 2
4.896003 7.095391 2
4.684406 5.885542 2
5.114357 2.363087 2
5.500918 8.107225 2
3.765869 6.034766 2
6.883277 7.047699 2
9.520388 5.236729 2
8.766159 6.620839 2
6.228950 4.010658 2
5.390654 7.453479 2
3.811975 10.247740 2
5.344423 6.440160 2
8.744306 9.456815 2
5.795968 3.548949 2
6.804456 7.919968 2
5.783470 3.801504 2
10.499002 7.922549 2
7.962564 6.503450 2
6.970206 6.199189 2
5.223564 7.913507 2
9.276152 5.844738 2
7.304776 5.246545 2
9.994662 10.998816 2
7.664921 8.186874 2
6.299656 5.810857 2
6.601597 6.580620 2
6.589206 8.409575 2
9.869255 7.638049 2
11.295730 5.665107 2
4.576902 6.022667 2
7.965393 11.721697 2
7.016029 8.216317 2
2.018563 7.226232 2
9.200089 6.266891 2
5.254227 7.087476 2
3.868944 5.896651 2
6.049728 5.812029 2
7.509747 9.482605 2
6.443667 5.878202 2
10.726308 5.474003 2
5.973373 6.073897 2
4.644572 8.041347 2
6.588248 9.391631 2
8.428633 9.454746 2
4.156209 7.613705 2
4.650850 6.714274 2
6.047842 5.660380 2
4.573256 6.311232 2
7.626614 6.007297 2
8.617437 9.456628 2
3.167944 6.346896 2
7.070977 5.432581 2
7.910460 8.117460 2
8.365998 7.388637 2
5.584342 6.664354 2
10.171628 7.258534 2
5.448996 4.279044 2
5.958601 13.821469 2
10.460868 8.307854 2
9.405138 4.806400 2
6.092576 8.700224 2
6.337712 5.726935 2
6.828638 9.932473 2
5.716348 8.597687 2
6.337216 6.830409 2
9.235328 9.600835 2
9.229364 5.448255 2
7.263436 10.165746 2
6.068288 7.292775 2
4.001389 4.471386 2
10.344308 6.830077 2
7.928323 2.211614 2
6.944047 8.909343 2
6.264380 13.268161 2
5.834780 5.839467 2
2.409296 9.152398 2
4.557142 5.499082 2
8.199695 10.583666 2
3.569496 7.978673 2
6.306855 7.649735 2
6.378707 7.003781 2
7.970063 4.811677 2
5.492855 7.650149 2
4.508212 5.676935 2
8.163508 6.969241 2
9.671264 7.140769 2
7.560268 8.140135 2
6.305561 6.576468 2
3.917277 6.587290 2
7.122811 9.318754 2
6.272014 8.423166 2
7.419718 9.531719 2
5.644910 4.988509 2
